step,action,balance,position
10445,0,36734.77734375,1
10446,1,36734.77734375,1
10447,1,36734.77734375,1
10448,1,36734.77734375,1
10449,2,36556.46484375,0
10450,2,36556.46484375,0
10451,0,36556.46484375,0
10452,1,36556.46484375,1
10453,1,36556.46484375,1
10454,1,36556.46484375,1
10455,2,37124.59765625,0
10456,0,37124.59765625,0
10457,2,37124.59765625,0
10458,2,37124.59765625,0
10459,1,37124.59765625,1
10460,0,37124.59765625,1
10461,1,37124.59765625,1
10462,0,37124.59765625,1
10463,1,37124.59765625,1
10464,0,37124.59765625,1
10465,2,36608.05078125,0
10466,0,36608.05078125,0
10467,0,36608.05078125,0
10468,2,36608.05078125,0
10469,0,36608.05078125,0
10470,1,36608.05078125,1
10471,1,36608.05078125,1
10472,1,36608.05078125,1
10473,0,36608.05078125,1
10474,0,36608.05078125,1
10475,1,36608.05078125,1
10476,1,36608.05078125,1
10477,0,36608.05078125,1
10478,0,36608.05078125,1
10479,2,37791.44921875,0
10480,1,37791.44921875,1
10481,1,37791.44921875,1
10482,2,35564.52734375,0
10483,1,35564.52734375,1
10484,1,35564.52734375,1
10485,1,35564.52734375,1
10486,2,35569.16796875,0
10487,2,35569.16796875,0
10488,1,35569.16796875,1
10489,1,35569.16796875,1
10490,1,35569.16796875,1
10491,1,35569.16796875,1
10492,1,35569.16796875,1
10493,1,35569.16796875,1
10494,1,35569.16796875,1
10495,1,35569.16796875,1
10496,1,35569.16796875,1
10497,0,35569.16796875,1
10498,1,35569.16796875,1
10499,2,36741.23046875,0
10500,1,36741.23046875,1
10501,0,36741.23046875,1
10502,0,36741.23046875,1
10503,1,36741.23046875,1
10504,0,36741.23046875,1
10505,0,36741.23046875,1
10506,2,36991.26171875,0
10507,0,36991.26171875,0
10508,1,36991.26171875,1
10509,2,36833.50390625,0
10510,0,36833.50390625,0
10511,0,36833.50390625,0
10512,1,36833.50390625,1
10513,1,36833.50390625,1
10514,1,36833.50390625,1
10515,2,36345.36328125,0
10516,2,36345.36328125,0
10517,0,36345.36328125,0
10518,1,36345.36328125,1
10519,1,36345.36328125,1
10520,1,36345.36328125,1
10521,0,36345.36328125,1
10522,1,36345.36328125,1
10523,2,34899.37890625,0
10524,1,34899.37890625,1
10525,0,34899.37890625,1
10526,0,34899.37890625,1
10527,1,34899.37890625,1
10528,0,34899.37890625,1
10529,2,35848.16796875,0
10530,0,35848.16796875,0
10531,1,35848.16796875,1
10532,2,35197.17578125,0
10533,1,35197.17578125,1
10534,0,35197.17578125,1
10535,2,34296.99609375,0
10536,1,34296.99609375,1
10537,2,34422.88671875,0
10538,2,34422.88671875,0
10539,2,34422.88671875,0
10540,2,34422.88671875,0
10541,0,34422.88671875,0
10542,1,34422.88671875,1
10543,1,34422.88671875,1
10544,0,34422.88671875,1
10545,0,34422.88671875,1
10546,1,34422.88671875,1
10547,1,34422.88671875,1
10548,1,34422.88671875,1
10549,0,34422.88671875,1
10550,0,34422.88671875,1
10551,2,35424.08984375,0
10552,1,35424.08984375,1
10553,1,35424.08984375,1
10554,1,35424.08984375,1
10555,1,35424.08984375,1
10556,0,35424.08984375,1
10557,1,35424.08984375,1
10558,1,35424.08984375,1
10559,1,35424.08984375,1
10560,2,33860.58203125,0
10561,1,33860.58203125,1
10562,1,33860.58203125,1
10563,0,33860.58203125,1
10564,1,33860.58203125,1
10565,0,33860.58203125,1
10566,1,33860.58203125,1
10567,1,33860.58203125,1
10568,0,33860.58203125,1
10569,0,33860.58203125,1
10570,0,33860.58203125,1
10571,1,33860.58203125,1
10572,1,33860.58203125,1
10573,2,33789.91015625,0
10574,2,33789.91015625,0
10575,2,33789.91015625,0
10576,1,33789.91015625,1
10577,0,33789.91015625,1
10578,0,33789.91015625,1
10579,1,33789.91015625,1
10580,1,33789.91015625,1
10581,1,33789.91015625,1
10582,2,35782.44140625,0
10583,0,35782.44140625,0
10584,2,35782.44140625,0
10585,0,35782.44140625,0
10586,1,35782.44140625,1
10587,2,36013.45703125,0
10588,0,36013.45703125,0
10589,1,36013.45703125,1
10590,1,36013.45703125,1
10591,0,36013.45703125,1
10592,0,36013.45703125,1
10593,2,36014.74609375,0
10594,2,36014.74609375,0
10595,1,36014.74609375,1
10596,2,36204.40234375,0
10597,2,36204.40234375,0
10598,0,36204.40234375,0
10599,1,36204.40234375,1
10600,1,36204.40234375,1
10601,2,35333.53515625,0
10602,2,35333.53515625,0
10603,0,35333.53515625,0
10604,2,35333.53515625,0
10605,2,35333.53515625,0
10606,0,35333.53515625,0
10607,0,35333.53515625,0
10608,2,35333.53515625,0
10609,1,35333.53515625,1
10610,0,35333.53515625,1
10611,2,35865.72265625,0
10612,2,35865.72265625,0
10613,1,35865.72265625,1
10614,1,35865.72265625,1
10615,0,35865.72265625,1
10616,1,35865.72265625,1
10617,2,36792.49609375,0
10618,2,36792.49609375,0
10619,2,36792.49609375,0
10620,0,36792.49609375,0
10621,1,36792.49609375,1
10622,1,36792.49609375,1
10623,1,36792.49609375,1
10624,1,36792.49609375,1
10625,1,36792.49609375,1
10626,0,36792.49609375,1
10627,0,36792.49609375,1
10628,2,36511.44140625,0
10629,1,36511.44140625,1
10630,0,36511.44140625,1
10631,0,36511.44140625,1
10632,2,36857.08203125,0
10633,1,36857.08203125,1
10634,2,36728.29296875,0
10635,0,36728.29296875,0
10636,0,36728.29296875,0
10637,2,36728.29296875,0
10638,1,36728.29296875,1
10639,0,36728.29296875,1
10640,1,36728.29296875,1
10641,1,36728.29296875,1
10642,1,36728.29296875,1
10643,1,36728.29296875,1
10644,0,36728.29296875,1
10645,2,36053.01171875,0
10646,1,36053.01171875,1
10647,0,36053.01171875,1
10648,2,35889.61328125,0
10649,2,35889.61328125,0
10650,0,35889.61328125,0
10651,1,35889.61328125,1
10652,1,35889.61328125,1
10653,1,35889.61328125,1
10654,0,35889.61328125,1
10655,1,35889.61328125,1
10656,2,36887.77734375,0
10657,1,36887.77734375,1
10658,2,37075.48828125,0
10659,1,37075.48828125,1
10660,2,36636.88671875,0
10661,1,36636.88671875,1
10662,2,36799.73828125,0
10663,2,36799.73828125,0
10664,0,36799.73828125,0
10665,1,36799.73828125,1
10666,0,36799.73828125,1
10667,1,36799.73828125,1
10668,2,36710.26171875,0
10669,2,36710.26171875,0
10670,1,36710.26171875,1
10671,0,36710.26171875,1
10672,0,36710.26171875,1
10673,0,36710.26171875,1
10674,1,36710.26171875,1
10675,1,36710.26171875,1
10676,0,36710.26171875,1
10677,1,36710.26171875,1
10678,0,36710.26171875,1
10679,0,36710.26171875,1
10680,2,33753.17578125,0
10681,2,33753.17578125,0
10682,0,33753.17578125,0
10683,1,33753.17578125,1
10684,1,33753.17578125,1
10685,1,33753.17578125,1
10686,0,33753.17578125,1
10687,1,33753.17578125,1
10688,1,33753.17578125,1
10689,1,33753.17578125,1
10690,2,33675.16015625,0
10691,0,33675.16015625,0
10692,1,33675.16015625,1
10693,2,33472.12109375,0
10694,2,33472.12109375,0
10695,2,33472.12109375,0
10696,0,33472.12109375,0
10697,2,33472.12109375,0
10698,1,33472.12109375,1
10699,1,33472.12109375,1
10700,1,33472.12109375,1
10701,0,33472.12109375,1
10702,0,33472.12109375,1
10703,0,33472.12109375,1
10704,0,33472.12109375,1
10705,2,32045.96484375,0
10706,1,32045.96484375,1
10707,2,32467.48046875,0
10708,2,32467.48046875,0
10709,2,32467.48046875,0
10710,1,32467.48046875,1
10711,2,32372.47265625,0
10712,2,32372.47265625,0
10713,2,32372.47265625,0
10714,0,32372.47265625,0
10715,0,32372.47265625,0
10716,0,32372.47265625,0
10717,2,32372.47265625,0
10718,2,32372.47265625,0
10719,1,32372.47265625,1
10720,0,32372.47265625,1
10721,0,32372.47265625,1
10722,0,32372.47265625,1
10723,0,32372.47265625,1
10724,2,32593.54296875,0
10725,2,32593.54296875,0
10726,2,32593.54296875,0
10727,2,32593.54296875,0
10728,0,32593.54296875,0
10729,0,32593.54296875,0
10730,0,32593.54296875,0
10731,0,32593.54296875,0
10732,1,32593.54296875,1
10733,0,32593.54296875,1
10734,2,32192.23046875,0
10735,0,32192.23046875,0
10736,0,32192.23046875,0
10737,2,32192.23046875,0
10738,1,32192.23046875,1
10739,1,32192.23046875,1
10740,1,32192.23046875,1
10741,2,32557.92578125,0
10742,0,32557.92578125,0
10743,1,32557.92578125,1
10744,1,32557.92578125,1
10745,1,32557.92578125,1
10746,2,32682.59765625,0
10747,1,32682.59765625,1
10748,2,32520.92578125,0
10749,1,32520.92578125,1
10750,0,32520.92578125,1
10751,1,32520.92578125,1
10752,1,32520.92578125,1
10753,2,32482.46484375,0
10754,1,32482.46484375,1
10755,1,32482.46484375,1
10756,2,32184.06640625,0
10757,2,32184.06640625,0
10758,2,32184.06640625,0
10759,0,32184.06640625,0
10760,1,32184.06640625,1
10761,0,32184.06640625,1
10762,0,32184.06640625,1
10763,0,32184.06640625,1
10764,2,30958.26171875,0
10765,2,30958.26171875,0
10766,0,30958.26171875,0
10767,1,30958.26171875,1
10768,1,30958.26171875,1
10769,0,30958.26171875,1
10770,2,30879.17578125,0
10771,1,30879.17578125,1
10772,1,30879.17578125,1
10773,2,31325.68359375,0
10774,0,31325.68359375,0
10775,0,31325.68359375,0
10776,0,31325.68359375,0
10777,1,31325.68359375,1
10778,0,31325.68359375,1
10779,1,31325.68359375,1
10780,0,31325.68359375,1
10781,2,30333.70703125,0
10782,0,30333.70703125,0
10783,2,30333.70703125,0
10784,1,30333.70703125,1
10785,2,30451.87890625,0
10786,2,30451.87890625,0
10787,2,30451.87890625,0
10788,2,30451.87890625,0
10789,0,30451.87890625,0
10790,1,30451.87890625,1
10791,0,30451.87890625,1
10792,0,30451.87890625,1
10793,1,30451.87890625,1
10794,2,29894.43359375,0
10795,0,29894.43359375,0
10796,2,29894.43359375,0
10797,1,29894.43359375,1
10798,0,29894.43359375,1
10799,1,29894.43359375,1
10800,0,29894.43359375,1
10801,1,29894.43359375,1
10802,0,29894.43359375,1
10803,0,29894.43359375,1
10804,2,29955.50390625,0
10805,0,29955.50390625,0
10806,2,29955.50390625,0
10807,1,29955.50390625,1
10808,1,29955.50390625,1
10809,1,29955.50390625,1
10810,1,29955.50390625,1
10811,1,29955.50390625,1
10812,0,29955.50390625,1
10813,2,29353.65234375,0
10814,0,29353.65234375,0
10815,1,29353.65234375,1
10816,1,29353.65234375,1
10817,0,29353.65234375,1
10818,1,29353.65234375,1
10819,0,29353.65234375,1
10820,2,28573.46484375,0
10821,0,28573.46484375,0
10822,1,28573.46484375,1
10823,0,28573.46484375,1
10824,1,28573.46484375,1
10825,1,28573.46484375,1
10826,2,28776.33203125,0
10827,2,28776.33203125,0
10828,0,28776.33203125,0
10829,1,28776.33203125,1
10830,0,28776.33203125,1
10831,1,28776.33203125,1
10832,2,28798.03515625,0
10833,1,28798.03515625,1
10834,1,28798.03515625,1
10835,1,28798.03515625,1
10836,2,29566.91796875,0
10837,1,29566.91796875,1
10838,1,29566.91796875,1
10839,1,29566.91796875,1
10840,1,29566.91796875,1
10841,1,29566.91796875,1
10842,1,29566.91796875,1
10843,0,29566.91796875,1
10844,2,25721.38671875,0
10845,2,25721.38671875,0
10846,0,25721.38671875,0
10847,1,25721.38671875,1
10848,2,25983.82421875,0
10849,1,25983.82421875,1
10850,1,25983.82421875,1
10851,2,26633.90234375,0
10852,1,26633.90234375,1
10853,0,26633.90234375,1
10854,0,26633.90234375,1
10855,0,26633.90234375,1
10856,1,26633.90234375,1
10857,1,26633.90234375,1
10858,0,26633.90234375,1
10859,2,27820.99609375,0
10860,0,27820.99609375,0
10861,1,27820.99609375,1
10862,1,27820.99609375,1
10863,0,27820.99609375,1
10864,2,28509.94921875,0
10865,2,28509.94921875,0
10866,1,28509.94921875,1
10867,1,28509.94921875,1
10868,0,28509.94921875,1
10869,1,28509.94921875,1
10870,1,28509.94921875,1
10871,0,28509.94921875,1
10872,1,28509.94921875,1
10873,1,28509.94921875,1
10874,1,28509.94921875,1
10875,2,28887.31640625,0
10876,1,28887.31640625,1
10877,0,28887.31640625,1
10878,0,28887.31640625,1
10879,0,28887.31640625,1
10880,1,28887.31640625,1
10881,2,28900.72265625,0
10882,1,28900.72265625,1
10883,1,28900.72265625,1
10884,0,28900.72265625,1
10885,2,29401.85546875,0
10886,1,29401.85546875,1
10887,2,29498.40234375,0
10888,2,29498.40234375,0
10889,0,29498.40234375,0
10890,2,29498.40234375,0
10891,1,29498.40234375,1
10892,1,29498.40234375,1
10893,1,29498.40234375,1
10894,2,29605.36328125,0
10895,0,29605.36328125,0
10896,1,29605.36328125,1
10897,1,29605.36328125,1
10898,1,29605.36328125,1
10899,0,29605.36328125,1
10900,1,29605.36328125,1
10901,2,29574.16796875,0
10902,0,29574.16796875,0
10903,2,29574.16796875,0
10904,1,29574.16796875,1
10905,0,29574.16796875,1
10906,1,29574.16796875,1
10907,2,29866.55859375,0
10908,2,29866.55859375,0
10909,1,29866.55859375,1
10910,1,29866.55859375,1
10911,1,29866.55859375,1
10912,0,29866.55859375,1
10913,1,29866.55859375,1
10914,0,29866.55859375,1
10915,1,29866.55859375,1
10916,0,29866.55859375,1
10917,0,29866.55859375,1
10918,1,29866.55859375,1
10919,2,29872.02734375,0
10920,0,29872.02734375,0
10921,1,29872.02734375,1
10922,1,29872.02734375,1
10923,1,29872.02734375,1
10924,1,29872.02734375,1
10925,2,29791.81640625,0
10926,0,29791.81640625,0
10927,1,29791.81640625,1
10928,1,29791.81640625,1
10929,0,29791.81640625,1
10930,2,31394.69921875,0
10931,1,31394.69921875,1
10932,0,31394.69921875,1
10933,2,30779.42578125,0
10934,2,30779.42578125,0
10935,2,30779.42578125,0
10936,1,30779.42578125,1
10937,2,31403.61328125,0
10938,0,31403.61328125,0
10939,1,31403.61328125,1
10940,0,31403.61328125,1
10941,1,31403.61328125,1
10942,0,31403.61328125,1
10943,0,31403.61328125,1
10944,0,31403.61328125,1
10945,1,31403.61328125,1
10946,0,31403.61328125,1
10947,2,32370.51171875,0
10948,0,32370.51171875,0
10949,1,32370.51171875,1
10950,1,32370.51171875,1
10951,2,32260.91796875,0
10952,1,32260.91796875,1
10953,0,32260.91796875,1
10954,0,32260.91796875,1
10955,0,32260.91796875,1
10956,0,32260.91796875,1
10957,2,32449.56640625,0
10958,0,32449.56640625,0
10959,1,32449.56640625,1
10960,2,32118.71484375,0
10961,2,32118.71484375,0
10962,1,32118.71484375,1
10963,0,32118.71484375,1
10964,1,32118.71484375,1
10965,0,32118.71484375,1
10966,1,32118.71484375,1
10967,0,32118.71484375,1
10968,0,32118.71484375,1
10969,2,32353.33203125,0
10970,1,32353.33203125,1
10971,0,32353.33203125,1
10972,1,32353.33203125,1
10973,1,32353.33203125,1
10974,2,32273.65234375,0
10975,0,32273.65234375,0
10976,0,32273.65234375,0
10977,1,32273.65234375,1
10978,0,32273.65234375,1
10979,2,32261.66015625,0
10980,1,32261.66015625,1
10981,1,32261.66015625,1
10982,1,32261.66015625,1
10983,0,32261.66015625,1
10984,0,32261.66015625,1
10985,2,31757.17578125,0
10986,1,31757.17578125,1
10987,1,31757.17578125,1
10988,2,31808.41015625,0
10989,0,31808.41015625,0
10990,2,31808.41015625,0
10991,0,31808.41015625,0
10992,1,31808.41015625,1
10993,1,31808.41015625,1
10994,0,31808.41015625,1
10995,1,31808.41015625,1
10996,0,31808.41015625,1
10997,1,31808.41015625,1
10998,1,31808.41015625,1
10999,1,31808.41015625,1
11000,0,31808.41015625,1
11001,0,31808.41015625,1
11002,1,31808.41015625,1
11003,2,30010.42578125,0
11004,0,30010.42578125,0
11005,2,30010.42578125,0
11006,1,30010.42578125,1
11007,2,29456.94921875,0
11008,1,29456.94921875,1
11009,1,29456.94921875,1
11010,1,29456.94921875,1
11011,1,29456.94921875,1
11012,1,29456.94921875,1
11013,1,29456.94921875,1
11014,1,29456.94921875,1
11015,2,27708.70703125,0
11016,1,27708.70703125,1
11017,1,27708.70703125,1
11018,0,27708.70703125,1
11019,0,27708.70703125,1
11020,2,28263.96484375,0
11021,1,28263.96484375,1
11022,0,28263.96484375,1
11023,1,28263.96484375,1
11024,2,28996.66015625,0
11025,1,28996.66015625,1
11026,1,28996.66015625,1
11027,2,29126.51953125,0
11028,1,29126.51953125,1
11029,0,29126.51953125,1
11030,1,29126.51953125,1
11031,1,29126.51953125,1
11032,1,29126.51953125,1
11033,1,29126.51953125,1
11034,1,29126.51953125,1
11035,1,29126.51953125,1
11036,0,29126.51953125,1
11037,2,29927.64453125,0
11038,2,29927.64453125,0
11039,2,29927.64453125,0
11040,1,29927.64453125,1
11041,0,29927.64453125,1
11042,0,29927.64453125,1
11043,0,29927.64453125,1
11044,2,29530.13671875,0
11045,2,29530.13671875,0
11046,2,29530.13671875,0
11047,0,29530.13671875,0
11048,0,29530.13671875,0
11049,1,29530.13671875,1
11050,0,29530.13671875,1
11051,1,29530.13671875,1
11052,0,29530.13671875,1
11053,2,29679.19921875,0
11054,2,29679.19921875,0
11055,1,29679.19921875,1
11056,2,29306.76953125,0
11057,2,29306.76953125,0
11058,1,29306.76953125,1
11059,2,29127.51953125,0
11060,1,29127.51953125,1
11061,1,29127.51953125,1
11062,2,29636.69140625,0
11063,1,29636.69140625,1
11064,0,29636.69140625,1
11065,0,29636.69140625,1
11066,1,29636.69140625,1
11067,1,29636.69140625,1
11068,1,29636.69140625,1
11069,0,29636.69140625,1
11070,1,29636.69140625,1
11071,2,29649.88671875,0
11072,1,29649.88671875,1
11073,2,29431.23046875,0
11074,2,29431.23046875,0
11075,1,29431.23046875,1
11076,1,29431.23046875,1
11077,2,30007.90234375,0
11078,0,30007.90234375,0
11079,0,30007.90234375,0
11080,2,30007.90234375,0
11081,2,30007.90234375,0
11082,2,30007.90234375,0
11083,1,30007.90234375,1
11084,2,29412.56640625,0
11085,2,29412.56640625,0
11086,1,29412.56640625,1
11087,1,29412.56640625,1
11088,0,29412.56640625,1
11089,0,29412.56640625,1
11090,0,29412.56640625,1
11091,1,29412.56640625,1
11092,1,29412.56640625,1
11093,1,29412.56640625,1
11094,0,29412.56640625,1
11095,1,29412.56640625,1
11096,0,29412.56640625,1
11097,0,29412.56640625,1
11098,2,30940.56640625,0
11099,2,30940.56640625,0
11100,0,30940.56640625,0
11101,0,30940.56640625,0
11102,1,30940.56640625,1
11103,1,30940.56640625,1
11104,1,30940.56640625,1
11105,1,30940.56640625,1
11106,2,31670.43359375,0
11107,0,31670.43359375,0
11108,0,31670.43359375,0
11109,0,31670.43359375,0
11110,1,31670.43359375,1
11111,1,31670.43359375,1
11112,2,31136.94140625,0
11113,0,31136.94140625,0
11114,1,31136.94140625,1
11115,0,31136.94140625,1
11116,1,31136.94140625,1
11117,1,31136.94140625,1
11118,1,31136.94140625,1
11119,0,31136.94140625,1
11120,1,31136.94140625,1
11121,2,29769.12890625,0
11122,2,29769.12890625,0
11123,1,29769.12890625,1
11124,1,29769.12890625,1
11125,2,29445.68359375,0
11126,2,29445.68359375,0
11127,0,29445.68359375,0
11128,1,29445.68359375,1
11129,0,29445.68359375,1
11130,0,29445.68359375,1
11131,1,29445.68359375,1
11132,1,29445.68359375,1
11133,2,30462.52734375,0
11134,1,30462.52734375,1
11135,2,30810.41796875,0
11136,2,30810.41796875,0
11137,0,30810.41796875,0
11138,1,30810.41796875,1
11139,2,31047.45703125,0
11140,0,31047.45703125,0
11141,0,31047.45703125,0
11142,1,31047.45703125,1
11143,0,31047.45703125,1
11144,1,31047.45703125,1
11145,1,31047.45703125,1
11146,0,31047.45703125,1
11147,1,31047.45703125,1
11148,0,31047.45703125,1
11149,2,30517.16015625,0
11150,1,30517.16015625,1
11151,1,30517.16015625,1
11152,1,30517.16015625,1
11153,2,30205.94140625,0
11154,1,30205.94140625,1
11155,1,30205.94140625,1
11156,1,30205.94140625,1
11157,2,31521.06640625,0
11158,2,31521.06640625,0
11159,0,31521.06640625,0
11160,1,31521.06640625,1
11161,1,31521.06640625,1
11162,2,31317.28515625,0
11163,0,31317.28515625,0
11164,2,31317.28515625,0
11165,0,31317.28515625,0
11166,1,31317.28515625,1
11167,2,31245.56640625,0
11168,1,31245.56640625,1
11169,1,31245.56640625,1
11170,1,31245.56640625,1
11171,2,31284.99609375,0
11172,2,31284.99609375,0
11173,1,31284.99609375,1
11174,1,31284.99609375,1
11175,0,31284.99609375,1
11176,2,30904.30078125,0
11177,1,30904.30078125,1
11178,2,30721.54296875,0
11179,0,30721.54296875,0
11180,0,30721.54296875,0
11181,2,30721.54296875,0
11182,1,30721.54296875,1
11183,1,30721.54296875,1
11184,1,30721.54296875,1
11185,0,30721.54296875,1
11186,2,30713.60546875,0
11187,2,30713.60546875,0
11188,1,30713.60546875,1
11189,2,31030.08203125,0
11190,2,31030.08203125,0
11191,1,31030.08203125,1
11192,1,31030.08203125,1
11193,1,31030.08203125,1
11194,0,31030.08203125,1
11195,0,31030.08203125,1
11196,1,31030.08203125,1
11197,2,30922.12109375,0
11198,2,30922.12109375,0
11199,1,30922.12109375,1
11200,1,30922.12109375,1
11201,1,30922.12109375,1
11202,0,30922.12109375,1
11203,1,30922.12109375,1
11204,1,30922.12109375,1
11205,1,30922.12109375,1
11206,0,30922.12109375,1
11207,1,30922.12109375,1
11208,0,30922.12109375,1
11209,2,30178.28515625,0
11210,1,30178.28515625,1
11211,2,30223.80078125,0
11212,0,30223.80078125,0
11213,2,30223.80078125,0
11214,2,30223.80078125,0
11215,2,30223.80078125,0
11216,0,30223.80078125,0
11217,0,30223.80078125,0
11218,1,30223.80078125,1
11219,2,30267.51953125,0
11220,1,30267.51953125,1
11221,0,30267.51953125,1
11222,1,30267.51953125,1
11223,0,30267.51953125,1
11224,0,30267.51953125,1
11225,2,29658.84765625,0
11226,1,29658.84765625,1
11227,1,29658.84765625,1
11228,0,29658.84765625,1
11229,1,29658.84765625,1
11230,2,28777.04296875,0
11231,2,28777.04296875,0
11232,1,28777.04296875,1
11233,0,28777.04296875,1
11234,1,28777.04296875,1
11235,1,28777.04296875,1
11236,0,28777.04296875,1
11237,1,28777.04296875,1
11238,1,28777.04296875,1
11239,0,28777.04296875,1
11240,2,28596.30078125,0
11241,2,28596.30078125,0
11242,1,28596.30078125,1
11243,1,28596.30078125,1
11244,2,28843.01953125,0
11245,2,28843.01953125,0
11246,1,28843.01953125,1
11247,2,28495.55859375,0
11248,2,28495.55859375,0
11249,1,28495.55859375,1
11250,1,28495.55859375,1
11251,0,28495.55859375,1
11252,0,28495.55859375,1
11253,0,28495.55859375,1
11254,1,28495.55859375,1
11255,1,28495.55859375,1
11256,2,29971.72265625,0
11257,2,29971.72265625,0
11258,0,29971.72265625,0
11259,0,29971.72265625,0
11260,1,29971.72265625,1
11261,2,30624.34765625,0
11262,2,30624.34765625,0
11263,2,30624.34765625,0
11264,2,30624.34765625,0
11265,2,30624.34765625,0
11266,1,30624.34765625,1
11267,1,30624.34765625,1
11268,1,30624.34765625,1
11269,2,31521.94140625,0
11270,0,31521.94140625,0
11271,1,31521.94140625,1
11272,0,31521.94140625,1
11273,0,31521.94140625,1
11274,1,31521.94140625,1
11275,2,33317.76953125,0
11276,1,33317.76953125,1
11277,0,33317.76953125,1
11278,1,33317.76953125,1
11279,2,35130.75390625,0
11280,1,35130.75390625,1
11281,0,35130.75390625,1
11282,1,35130.75390625,1
11283,0,35130.75390625,1
11284,2,34820.73828125,0
11285,1,34820.73828125,1
11286,0,34820.73828125,1
11287,1,34820.73828125,1
11288,0,34820.73828125,1
11289,2,34650.78515625,0
11290,1,34650.78515625,1
11291,1,34650.78515625,1
11292,2,34546.15234375,0
11293,1,34546.15234375,1
11294,2,34971.09765625,0
11295,1,34971.09765625,1
11296,1,34971.09765625,1
11297,0,34971.09765625,1
11298,2,35331.09765625,0
11299,1,35331.09765625,1
11300,2,35868.40234375,0
11301,1,35868.40234375,1
11302,1,35868.40234375,1
11303,1,35868.40234375,1
11304,0,35868.40234375,1
11305,1,35868.40234375,1
11306,1,35868.40234375,1
11307,1,35868.40234375,1
11308,1,35868.40234375,1
11309,0,35868.40234375,1
11310,0,35868.40234375,1
11311,2,36492.51171875,0
11312,2,36492.51171875,0
11313,1,36492.51171875,1
11314,2,36881.47265625,0
11315,0,36881.47265625,0
11316,0,36881.47265625,0
11317,2,36881.47265625,0
11318,1,36881.47265625,1
11319,1,36881.47265625,1
11320,1,36881.47265625,1
11321,2,36593.33203125,0
11322,1,36593.33203125,1
11323,2,36922.30078125,0
11324,2,36922.30078125,0
11325,1,36922.30078125,1
11326,1,36922.30078125,1
11327,0,36922.30078125,1
11328,0,36922.30078125,1
11329,1,36922.30078125,1
11330,1,36922.30078125,1
11331,1,36922.30078125,1
11332,1,36922.30078125,1
11333,2,37078.01171875,0
11334,1,37078.01171875,1
11335,1,37078.01171875,1
11336,2,37141.51171875,0
11337,2,37141.51171875,0
11338,0,37141.51171875,0
11339,0,37141.51171875,0
11340,1,37141.51171875,1
11341,2,36888.23046875,0
11342,0,36888.23046875,0
11343,0,36888.23046875,0
11344,0,36888.23046875,0
11345,1,36888.23046875,1
11346,1,36888.23046875,1
11347,0,36888.23046875,1
11348,1,36888.23046875,1
11349,1,36888.23046875,1
11350,0,36888.23046875,1
11351,0,36888.23046875,1
11352,1,36888.23046875,1
11353,1,36888.23046875,1
11354,1,36888.23046875,1
11355,2,37190.78515625,0
11356,1,37190.78515625,1
11357,1,37190.78515625,1
11358,1,37190.78515625,1
11359,2,36582.43359375,0
11360,1,36582.43359375,1
11361,1,36582.43359375,1
11362,2,36567.20703125,0
11363,1,36567.20703125,1
11364,1,36567.20703125,1
11365,1,36567.20703125,1
11366,1,36567.20703125,1
11367,1,36567.20703125,1
11368,0,36567.20703125,1
11369,0,36567.20703125,1
11370,2,36220.69140625,0
11371,1,36220.69140625,1
11372,1,36220.69140625,1
11373,2,36380.59765625,0
11374,1,36380.59765625,1
11375,1,36380.59765625,1
11376,2,36337.41796875,0
11377,0,36337.41796875,0
11378,0,36337.41796875,0
11379,0,36337.41796875,0
11380,1,36337.41796875,1
11381,1,36337.41796875,1
11382,0,36337.41796875,1
11383,1,36337.41796875,1
11384,1,36337.41796875,1
11385,2,36444.07421875,0
11386,2,36444.07421875,0
11387,1,36444.07421875,1
11388,1,36444.07421875,1
11389,1,36444.07421875,1
11390,1,36444.07421875,1
11391,2,36589.26953125,0
11392,1,36589.26953125,1
11393,2,36768.63671875,0
11394,2,36768.63671875,0
11395,1,36768.63671875,1
11396,2,36726.26171875,0
11397,1,36726.26171875,1
11398,0,36726.26171875,1
11399,1,36726.26171875,1
11400,2,36900.75390625,0
11401,2,36900.75390625,0
11402,1,36900.75390625,1
11403,0,36900.75390625,1
11404,0,36900.75390625,1
11405,1,36900.75390625,1
11406,2,36951.18359375,0
11407,0,36951.18359375,0
11408,1,36951.18359375,1
11409,1,36951.18359375,1
11410,0,36951.18359375,1
11411,1,36951.18359375,1
11412,0,36951.18359375,1
11413,0,36951.18359375,1
11414,2,37211.88671875,0
11415,1,37211.88671875,1
11416,0,37211.88671875,1
11417,2,36958.80859375,0
11418,1,36958.80859375,1
11419,1,36958.80859375,1
11420,0,36958.80859375,1
11421,0,36958.80859375,1
11422,1,36958.80859375,1
11423,2,37678.85546875,0
11424,1,37678.85546875,1
11425,1,37678.85546875,1
11426,0,37678.85546875,1
11427,2,37503.87109375,0
11428,2,37503.87109375,0
11429,2,37503.87109375,0
11430,0,37503.87109375,0
11431,2,37503.87109375,0
11432,0,37503.87109375,0
11433,2,37503.87109375,0
11434,0,37503.87109375,0
11435,0,37503.87109375,0
11436,0,37503.87109375,0
11437,2,37503.87109375,0
11438,0,37503.87109375,0
11439,0,37503.87109375,0
11440,0,37503.87109375,0
11441,0,37503.87109375,0
11442,0,37503.87109375,0
11443,2,37503.87109375,0
